drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
2328,1002001,MB 1 (KK98 21),0.925909321,87.17970347,25219.55052,0.871639734,17.27857324,11.43846927,1.01077415,0.940036564,88.68972531,112.238408,124.4110054,34.31105216,835.9773247,77.55985163,52.84664015,40.44052861,25.1244014,499.4337298,56.63700665,80.51866751,88.78778615,88.88324374,44.04604184,81.0785945,2.242828267,37.42623746,21.04847258,33.37113939,70.79809646,69.91305716,76.51098742,78.1353265,65.26354086,63.38130658,58.02034656,1.913610075,43.61558308,180.1160044,303.1986188,16.53859908,11.77574686,43672.72456,5636.07772,14.99646475,191.5887046,27.11809463,9.336153749,14.1027029,15.13763203,17.38687555,16.28440389,278.8553346,36.12932722,50334.7412,24979.50383,135.4877269,121.9231727,119.7341273,120.7956652,33.7851496,10.7646943,117.4921508,102411.3653,118.4858402,145.0878044,131.388064,91.47013119,9.170358074,0.993222576,0.980568464,1.062801175,82.64825105,84.15358,18.98476779,4.954420304,27.06168968,0.381476636,0.133672039
2329,1002001,Maffei 1,0.980841914,86.51472485,33451.59957,1.01984584,18.67691522,14.31731406,0.986895646,1.058192681,27.96484996,119.6000989,120.174551,33.88993855,685.3014809,79.37749496,51.97878076,38.76708982,29.52681834,476.0864865,55.45451224,80.7199878,88.2975889,76.62554997,48.995208,71.25299883,2.607704392,34.1768599,15.58924631,33.84634873,71.5298629,67.27166122,71.52164901,74.39423879,63.19889669,87.5363009,55.75189848,1.883233662,33.53906788,171.8611344,284.8971918,16.60241067,14.41638861,42867.53891,7708.944902,15.60645839,164.805145,24.68865045,6.908014259,14.56922618,15.05616104,19.07404753,17.6133521,383.8099482,46.34171237,50133.41869,33879.90681,131.0330864,142.8932541,119.7931296,120.5909395,29.7835727,7.972149687,124.600257,115343.3772,115.0899509,155.271389,142.7448093,77.54213799,10.60407262,0.973259739,0.989345634,1.077983805,66.32372619,64.86163422,23.90346762,5.09688488,25.22379303,0.327415809,0.239367391
2330,1002001,Draco II,0.737686692,62.76723093,21746.0783,0.411250847,10.3170875,6.010741605,0.522052157,0.383681487,209.1315647,55.84611208,64.50682,28.59232913,870.4307258,48.73149742,165.3247435,109.9608102,11.29069141,512.1590124,59.68238228,63.78473386,68.79459795,79.3432267,117.799839,178.8093367,2.775760634,117.8501055,9.928463907,77.37493407,73.41254738,63.15166771,51.79120505,90.90884568,72.72181047,27.49552596,31.75275739,2.305465448,16.97869549,364.2150109,408.7687547,65.38117205,43.23212375,18291.93147,7328.180392,13.24487075,122.4445806,36.39013935,8.021748054,4.59415528,7.660998141,9.649000218,14.19002947,1155.571436,59.10575151,25638.77928,11643.66601,68.7874206,58.36844157,33.90253319,53.47738189,26.31778047,11.96781847,44.62719327,-1000,92.71768219,388.4526043,69.8291293,36.43335233,11.69388461,0.512257934,0.655528377,0.715137107,191.2408933,171.4970185,8.077268839,-1000,25.02979073,0.827037756,0.045011144
2331,1002001,Canes Venatici I Dwarf,0.879648466,89.54036781,31281.18168,0.956813456,19.59164593,13.14577778,1.062535386,0.989152036,73.1140127,114.1732042,123.3641945,39.17970572,744.4917764,91.87089831,51.04186672,39.35738773,30.53125126,526.1926405,61.38144947,75.79581836,83.71294524,79.01445186,45.49113236,69.90662151,2.142885827,36.82187365,14.01775136,29.52001717,70.8196933,71.38636674,76.672838,78.86490737,69.05760503,77.27458671,61.53597439,2.003951422,25.74806896,208.8561612,390.9386423,29.65372172,14.81327508,41778.30707,7587.932334,22.38826363,183.1597032,26.47133793,10.03167666,14.96706634,14.50179408,17.92280197,16.57739572,411.9849832,46.94151681,43472.73816,24413.83952,138.3874483,128.7222599,113.8988548,111.3417976,35.31967497,8.17040182,107.3928911,88813.82396,114.4575706,278.6792241,146.5764759,93.06110098,8.752354993,0.967213229,0.928910432,1.112376309,65.32774417,88.93577427,30.67705462,4.36404199,21.81680612,0.506159776,0.109274226
2332,1002001,Triangulum II,1.123398457,92.27722803,57205.33941,0.984751396,17.31578764,12.75560034,0.881070451,0.843875833,46.20031021,130.6754174,134.8560517,33.1845299,920.1584541,86.8047723,53.51749575,33.83500135,31.82060313,329.2956474,60.09228077,84.77285249,91.29316264,69.64315021,49.41520617,51.71285129,2.603357751,37.41997635,12.1882182,32.65225898,69.83599235,63.36010265,80.82712394,75.04151458,67.54217481,66.29210597,53.78665871,1.924858433,19.33444617,185.6218546,253.1024692,39.85434314,12.85708202,56811.25354,7188.943009,18.54269898,137.1530373,40.10333387,8.465409573,14.15587828,13.62667404,18.99650277,18.03211857,267.1029431,58.49031127,75337.27897,42722.41269,145.5597037,204.8844455,110.0399028,111.2677506,32.91946758,6.899122151,107.506135,103032.3873,120.4859182,202.4018842,170.5839444,94.20720686,12.89707243,1.008678879,1.015877388,1.027374149,78.82933399,66.53611258,27.71153034,4.111462398,31.63692157,0.315809285,0.192362376
2333,1002001,Pisces III (Andromeda XIII),0.954448528,78.74571236,22497.34801,0.902526067,16.590975,10.11557653,0.82994239,0.858449361,158.3216251,116.3205061,124.909606,42.81014693,695.8685325,88.56551669,82.02994933,59.46917943,16.7061472,545.9461379,51.50308586,78.27786084,81.45175012,85.56538646,86.0135594,111.9501368,3.466763722,77.69644435,18.24405291,41.21148812,55.34199379,31.51170541,63.89151324,83.18223697,52.44393051,25.12944727,21.49082002,2.553702646,37.26327869,247.3841914,288.1063593,24.84553463,14.37232443,35793.30861,7527.958493,14.84753693,83.93471519,15.37026789,15.12700691,8.809817211,10.5627378,14.78147243,16.15657758,305.8520698,31.01054145,51017.72125,17180.09503,124.3462204,128.2484372,73.30994274,81.26783742,32.76713816,7.883746619,74.8480496,69350.76562,117.1774088,207.6644489,78.98478954,34.93156502,7.499528443,0.783367226,0.884595564,0.889976436,121.7318279,93.97207663,20.08571971,5.356372927,-1000,0.779361821,0.05349448
2334,1002001,Triangulum Galaxy (M33),0.950342922,83.5333296,50675.94269,1.0581541,18.00032069,9.044286721,0.854691794,0.90733846,103.9949361,108.2179525,132.4470818,27.03485842,838.1004875,99.05499364,67.30965384,46.17148446,12.98845717,552.597014,59.0850159,78.38333977,82.84578451,70.80816866,73.53927799,58.1788121,2.64985003,31.17074245,25.20299955,29.61409758,61.11588502,37.54832106,81.76504344,86.0230841,52.62706093,26.14971744,30.8338907,2.589891627,53.85719783,209.9393428,269.4305776,20.03860515,13.96859075,37178.16184,6226.676243,14.58246045,144.7160691,22.37243605,22.70901703,9.55769647,9.438184524,18.40418461,16.92309291,320.9222081,31.70236936,56197.13067,20615.97191,121.2161426,43.24194689,82.01116924,63.6146827,21.4007874,8.810125015,69.66662991,141054.2793,122.9321567,209.3666041,157.1743762,42.27646803,6.527166178,0.858208593,0.914632276,1.002571303,116.0898582,127.3627147,50.04158252,-1000,29.77277469,0.447912636,0.047135811
2335,1002001,Andromeda XXV,0.925825811,77.68494528,25285.08434,0.674733462,15.49495904,11.43988457,0.854338346,0.78376391,155.078777,101.0383108,130.3052987,34.41619612,796.3794556,48.91749479,92.47554762,65.17163374,15.21612154,376.1047817,51.56923238,73.38698662,77.77972341,85.10396766,78.25801752,137.9241538,2.602961677,83.6415096,18.13905837,44.86295639,67.46965755,51.3772758,68.04639966,84.65285121,63.55242682,109.9841212,48.20607616,2.674187098,38.46678058,271.1144971,386.8158241,23.84401364,14.4147404,20933.69868,6847.944236,22.77554882,205.2344318,39.00832769,15.45174605,10.90809675,10.82031597,15.27479219,13.99063198,511.7314597,61.82678933,31703.87385,15711.37052,113.8514283,155.6966916,88.15753223,74.63264845,31.93504719,20.33279221,80.5720396,85187.2721,115.0747482,278.0393542,110.6761111,60.42899717,6.500747196,0.817248945,0.790432908,1.052762138,146.0801491,142.2328932,17.12365115,5.857783102,15.13859833,0.692999579,0.055500855
2336,1002001,Pictor II,1.034616293,87.87431004,56283.29591,1.105471825,22.8812069,13.78708664,1.038299689,0.989640498,63.24601224,124.4992979,141.4533454,31.85067697,731.094929,117.6775043,48.00534001,33.76597987,34.3958749,442.841152,58.93742691,84.76191581,91.6969562,73.9336434,49.86128488,61.15655752,2.756434112,38.61262277,14.45775484,25.05655594,62.7940075,59.75743846,91.2851075,68.37420038,59.35155518,44.33086221,54.1826836,2.148717407,30.62877286,166.5856885,213.6135918,26.12805066,12.50977955,54250.4358,7924.967401,27.49612539,194.6788402,42.11233459,7.903359086,14.3654565,13.85073329,22.19875516,20.61984399,359.4341341,35.53970487,69090.23796,42290.86603,140.0903177,191.1278663,102.1911872,107.1554876,30.61905851,9.824138801,108.3159936,107028.4637,117.0542903,164.3017069,141.4075977,94.96446557,11.99981951,1.042388175,1.05828403,1.075652204,68.51391354,53.91377009,25.29758709,-1000,22.15249538,0.27523803,0.190312294
2337,1002001,Andromeda VIII,0.558872355,59.65836521,15916.69045,0.727937047,14.74419087,7.559251008,0.612125174,0.51859429,183.1198595,89.46132717,29.12158589,35.55473154,719.9770272,45.2653705,152.3417395,98.87501162,15.53779194,456.1995328,52.92370063,54.84099806,61.67881758,70.41092493,95.78709855,129.3024584,3.014378728,90.71072094,35.62352442,90.60221371,80.96305259,78.31535933,36.5620447,87.44313628,58.55854023,24.9938334,70.70204182,2.58276533,53.1454616,567.3567017,644.8832507,29.25842988,14.85251854,22229.03427,5231.159739,19.17085063,177.8928932,29.70354894,11.27799008,9.353791911,8.154290955,14.64328855,12.70932988,930.7512099,77.36087475,27014.96189,12355.70194,39.96567225,72.71441401,53.56386075,48.30403996,36.12703568,59.55603421,46.57162573,114158.6728,126.9810974,1174.867324,96.93156442,30.59195612,9.766347407,0.648221745,0.571531157,1.123918755,175.4749205,175.8417905,22.41938812,22.7136342,24.05229812,0.762285918,0.043173228
2338,1002001,Barnard's Galaxy (NGC 6822),0.60211994,63.49870144,20941.28102,1.028363572,14.57168554,9.989186484,0.775462698,0.762045745,139.5487921,98.84627355,80.86946823,31.29157215,440.3082616,102.5482472,115.9101128,81.66864998,16.63105963,493.6887954,55.88188172,70.5869327,70.82331291,87.33776665,94.95509922,205.1993797,2.696552528,71.51882518,24.0231199,63.76778189,61.61326261,51.84950301,70.89646988,68.71790214,51.4576743,109.0693746,33.43751435,2.352874261,50.90083387,387.8567498,409.6370984,54.12833179,31.38647014,39028.9509,6614.985647,15.23964133,139.0804142,22.51190107,35.2370586,9.28787748,8.554017625,15.40029003,15.09784914,742.1968405,106.3284729,41673.46832,27483.74548,69.10570813,76.88809992,72.34926114,57.18045288,31.44392194,7.966020028,68.56316743,93611.81083,151.8244508,666.4581566,142.4792587,48.52900645,5.44058327,0.771033598,0.796142122,0.990829701,118.3289892,135.4076577,11.70825238,6.680793088,24.53666269,0.80530929,0.048542291
2339,1002001,Andromeda XII,0.997073723,82.79185057,27923.56923,0.845948867,13.36652288,5.727078929,0.7762483,0.748522354,116.7012892,112.641145,111.0405658,-1000,762.5926281,58.48277458,79.05235168,48.82529591,14.44999304,522.0420345,58.47223497,81.59149321,85.27063783,68.2378654,78.44416818,81.01625703,2.625585956,54.99042505,9.796185452,39.7207547,70.4160601,56.55977615,82.15002444,86.97019534,70.29658107,26.06493886,43.66073694,2.299936062,22.2428769,191.9397509,178.2368974,15.06685294,11.55749659,27096.12313,5952.201881,19.92101301,201.3445643,17.79098015,8.420357444,8.470531456,8.232267132,15.71783611,14.69845374,491.3633944,42.55015239,35373.99783,19834.56358,138.6999565,112.9072112,54.44426242,56.45496878,-1000,8.795317205,60.97066756,86801.67306,131.4673663,216.1479627,160.3047211,60.49203715,10.74279166,0.857642427,0.859689677,1.001488751,134.2507483,143.4601081,-1000,-1000,14.73486745,0.652399854,0.061613241
2340,1002001,Andromeda II,1.176220188,87.49954536,42733.25844,1.120020269,17.53913863,11.58783854,1.074474862,0.964153295,67.75827689,110.8725841,144.183489,28.65323737,740.8276188,104.0879439,58.7168236,35.58590192,34.33489007,497.6302869,58.13111575,87.13901965,90.39851561,78.08682282,47.5310935,55.74324765,3.367414566,56.34390834,20.60245765,40.00104664,62.8921214,58.17834398,82.61500835,73.36037331,56.53610391,57.01031203,50.03739869,2.571535935,52.26705823,175.7630304,211.7562022,23.62838884,12.76436062,42391.36815,7639.360245,14.99101573,105.5319144,25.33884231,7.38753363,12.35050143,12.62791593,18.88330385,18.94671903,284.7605931,43.85212872,53972.77127,28845.63436,137.6521847,199.1364631,80.22251818,83.36780926,25.89910577,8.447335049,84.89401757,128996.6382,107.9293062,187.2527028,162.1806378,76.10066405,11.5871723,0.978672618,1.005362184,1.046069941,78.96910659,68.42135108,11.60113657,4.85689705,38.8104939,0.404869525,0.184829855
2341,1003002,NGC 185,1.026219833,85.89855946,27682.08473,0.757872003,12.45705029,15.39163559,0.751003585,0.950088788,122.2676908,112.8531457,126.484479,34.34455318,756.7855753,76.12564613,73.18449128,65.36470616,27.57290205,537.2415892,61.6877339,76.58332499,84.17988755,76.07498905,58.23374896,112.3058383,2.324987823,86.36711455,16.06625374,79.86067704,74.27211397,72.0300987,62.68545536,85.12248638,69.83876034,64.38715933,52.55030495,1.936265253,27.9613116,190.1442165,301.989233,37.73795872,19.61379287,25006.98015,7829.332618,20.63942717,129.7816969,19.44686041,8.372932695,14.55034877,14.70751306,15.71858683,15.81091748,343.4166174,65.75148148,31011.86774,15635.63668,133.6060664,86.99491773,122.6929413,115.7542707,28.89655317,15.40981883,118.0492199,98006.056,103.5206893,342.5775575,121.9145653,42.61965604,10.20160747,0.833007345,0.882061585,1.027556937,108.6404875,117.1336662,23.43346564,3.360700492,22.96294777,0.587301614,0.063189477
2342,1003002,Cetus III,0.431250792,48.44379205,17082.91775,0.951278143,12.21130802,8.272958941,0.59366667,0.494772294,201.096193,68.58041812,63.95630807,23.18952531,719.5140489,47.98314152,136.8655679,91.3685,13.3881499,476.5312377,62.87589464,57.15709874,65.0197497,81.97148655,102.2068441,155.3887388,2.424819059,60.07763926,31.85211928,40.20336143,62.79454847,53.32796911,79.64482702,75.13661441,45.40725516,56.16673936,48.97048682,2.259176881,57.46097168,478.8230974,648.7223288,25.48209051,13.70876494,24834.02153,7454.054268,16.35171051,163.199324,25.81570497,9.721312419,7.905336574,9.140762991,13.90402979,14.36892144,833.7606487,85.28279482,33493.76526,17338.50279,77.71988681,79.51778489,52.82988698,56.03964803,22.04871529,10.09043036,57.38828377,88256.7998,120.1867553,949.4014815,95.05965065,41.10159905,9.52515246,0.70366955,0.679505067,0.994718712,160.4583478,163.5413288,21.67082048,27.05254642,25.25542453,0.797783328,0.041515854
2343,1003002,NGC 2366,0.848259952,73.76230909,15321.7616,0.678733329,15.22395474,14.28686244,0.74586973,0.791021081,175.4155449,84.37796965,117.6946836,29.33038387,907.3618761,52.77049497,109.0287138,85.65158833,14.27764286,479.6923102,63.21151603,72.06599112,78.02593526,77.71954259,90.27028666,97.38078733,2.366569382,78.99492205,17.33987708,78.89307913,52.44336476,48.60035991,52.12714083,65.06852542,49.75272288,24.78517377,31.16483866,1.951090258,31.63797673,223.9392701,313.0423073,23.05769919,17.65970819,18742.92066,5934.276604,15.22008311,155.7945169,25.98476564,10.14481116,13.07589969,14.0103325,13.75972718,14.59491663,395.4257712,79.48253684,21527.69459,14071.49883,134.1932712,77.12418973,125.4367637,114.8264335,29.14851334,39.33056238,122.0837606,111209.925,114.9699299,333.9978199,114.535168,39.46708339,8.679472005,0.715403886,0.798259054,0.90710375,148.2534161,145.8879418,13.67156631,4.888486622,17.81514205,0.612061949,0.055647276
2344,1003002,Willman 1,1.079502031,83.5149487,51463.75866,0.985160904,18.70744696,9.781061622,0.899494458,0.762059994,86.89180618,114.1396744,137.1150614,34.43590245,670.0539146,109.6269109,64.0339604,45.81542298,10.24513566,631.427105,51.77625325,82.32550523,85.27072615,76.58239984,59.17796671,72.57577636,10.85261053,33.40321353,7.399035546,20.02691927,78.03919429,55.4754426,83.28235086,96.0296541,77.71712637,21.87758279,30.44146942,6.451775833,14.49301903,173.03149,173.0279005,17.43207386,13.46982713,59277.4046,6540.832599,16.08021685,209.7691367,28.80086179,15.2996604,11.52153013,11.28474673,18.9280897,15.79229254,356.3866448,30.67926988,72365.50252,33564.22993,149.5051265,127.3022806,87.60193581,85.89278077,28.53978294,-1000,91.45756472,112741.3628,116.2553944,209.5655345,173.9296507,83.03821363,6.613706977,0.941977983,0.963967073,1.025905164,88.60210479,83.22847463,26.96976038,4.296987418,21.38592403,0.452856416,0.056598274
2345,1003002,Canes Venatici II Dwarf,1.026317291,89.39804677,38374.60032,0.943874001,18.95504496,12.88646986,1.052163777,1.065242805,86.7486287,110.227937,114.3405833,36.3509274,798.9962699,95.58054675,58.67343767,33.98440411,29.60995701,484.2208625,66.99569113,82.40125259,89.8630363,78.00723121,46.28243143,68.81992739,2.789487601,47.77777496,12.58633921,31.42910119,67.94210479,66.52329154,74.83102173,76.67340752,69.17435332,57.99049911,55.11198154,2.075208882,30.62705328,152.8518675,271.7933414,14.77119951,11.52779942,44195.42519,7240.417011,15.5751691,168.7647952,29.93598677,8.493696814,15.89373242,15.83248751,19.08394688,17.52516333,291.211687,42.70272802,51461.95346,29366.11231,141.6826674,126.3282249,120.5427764,121.9897195,31.85733585,8.03604756,118.3564924,128259.7999,115.2979447,187.1147043,155.6698499,90.58400808,9.708470578,1.023393444,0.963593205,1.054871597,67.57402376,68.91591327,17.66232118,4.577015789,25.42110089,0.326390328,0.215982618
2346,1003002,Andromeda XVII,0.714425961,56.5946688,27358.79542,0.444171054,13.2635599,5.206843575,0.542424251,0.574000841,209.754549,75.27278264,55.25022968,22.6166557,682.4202193,58.44684121,216.9459777,133.4953788,12.96835637,553.9060082,64.4308289,58.1869137,64.38455823,74.82459805,116.6526119,186.003968,2.645377177,113.161754,9.960944469,92.61800267,81.01092016,82.11307947,42.5292871,91.85291896,80.93313664,96.25442418,53.36212078,2.173105644,18.85940679,377.524468,444.5235556,52.66459665,31.64885329,19692.07425,7425.166655,15.73673217,84.9560343,23.25869683,12.66267826,-1000,-1000,-1000,-1000,1046.965131,126.7113068,26573.5648,13105.81983,43.93369338,69.21676866,-1000,-1000,23.0585128,11.17707382,-1000,93612.00387,92.04952668,510.4796009,64.72538345,28.99898021,9.871957104,-1000,-1000,-1000,-1000,-1000,12.1081884,6.827115025,36.15484085,-1000,0.060028585
2347,1003002,IC 5152,0.924879487,74.99679108,30759.20842,0.652412172,13.255225,8.447819468,0.727840355,0.701829746,165.487489,92.94906603,83.99915984,36.66255849,568.2212809,78.15426755,77.22384404,57.92117611,16.16585405,580.0337251,58.55729576,75.38892461,82.4432114,76.06083921,86.95702832,175.5451089,2.575697831,78.23550622,11.44355535,56.36238353,74.71702532,59.36186857,68.47588395,93.10939946,73.63413143,51.27406222,58.46070139,2.539211027,22.99047373,214.2439073,339.7459012,21.2975354,14.21851947,25066.04383,6482.814248,19.33603967,142.0021062,38.29282465,11.11975096,8.314516297,8.881666058,15.01790313,14.34676031,521.4009855,88.02120791,27124.98755,14527.47731,88.01240934,126.5498527,66.67766784,65.76316251,35.20821353,15.07541738,69.5726084,105863.3141,115.9701767,231.1169806,125.1478584,36.4447688,9.38316533,0.737267209,0.810867873,1.068045756,150.3403157,148.7464574,22.23026329,4.288301575,21.97920854,0.638577519,0.055036699
2348,1003002,Andromeda XVIII[60],0.804380345,77.83155219,14351.94098,0.717587976,14.8624216,9.02766063,0.76613312,0.686090302,166.0380796,110.3850275,70.44267447,-1000,931.7437087,42.72077542,89.34304697,70.07226708,14.46997256,454.7657063,61.85818521,75.32937437,75.14525125,62.05076616,96.39323291,83.09166719,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,113.0823581,-1000,-1000,-1000,264.5183339,313.4041866,26.10015876,15.60563956,21194.43788,6475.339551,10.00207917,125.281603,9.450514323,-1000,-1000,-1000,-1000,-1000,485.400929,32.20456899,-1000,-1000,85.91674068,38.15817049,-1000,-1000,-1000,14.52081191,-1000,95359.4778,125.3866819,315.1917997,-1000,-1000,13.66110304,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,-1000,0.0418283
2349,1003002,UGCA 276 (DDO 113),1.026683896,78.21682455,23962.29676,0.83003013,16.69717724,10.91570006,0.847423065,0.780267446,122.253311,114.9409738,111.6221194,34.75025711,754.8427659,70.68938567,59.37698953,48.07847769,20.94941755,457.2686095,58.74173166,76.95109254,83.90743112,79.77589584,70.53373264,116.3257444,2.465780956,51.28046569,27.1663461,45.6202264,76.00829157,69.95450015,75.4013713,89.88632193,64.30083713,89.84485552,55.59857997,2.095475335,49.77065286,244.0263898,303.0584356,17.79169808,11.06245248,25959.45687,6502.722011,24.99165384,140.7686864,23.12582686,7.933486133,-1000,-1000,16.45017323,16.12101105,338.8964325,33.76348019,30310.96973,17425.18248,127.1805701,122.2098564,-1000,-1000,33.42859612,12.73990479,-1000,83367.30417,125.8732961,119.4130324,137.0525814,52.16854039,5.960495785,-1000,-1000,-1000,-1000,-1000,8.79678283,-1000,13.0802529,-1000,0.043373479
2350,1003002,Andromeda XI,0.7365439,65.66324821,19391.07693,0.5749948,12.38877747,7.444289802,0.716533936,0.468868381,205.1324553,92.32657217,67.02273429,33.46310812,729.6613817,63.3483209,147.2730341,107.1508581,17.99939012,469.4542286,46.34661772,64.18259674,69.29509143,78.33369088,93.84447698,109.3769152,2.834969399,117.3808863,16.337719,76.70562443,77.48408692,73.53769461,58.29530822,79.13765041,69.20548214,26.41213872,70.98468422,2.337117135,35.99846301,345.7110015,453.0870713,65.31152359,34.77471299,20507.3246,7291.036047,15.21270115,100.0146426,21.67334595,9.322994673,6.392738509,8.409420549,12.46476876,13.50105288,822.8492885,102.2838888,25134.23855,16984.86648,39.0958667,96.35941351,47.29410216,49.52188374,-1000,29.13840054,52.83657732,90109.81044,101.5900162,399.7094772,75.98541728,34.90332066,8.9015073,0.711487819,0.653704643,0.986518323,196.932805,172.910269,29.13374196,6.107960553,-1000,0.783015013,0.04345076
